,apca_1,apca_2,apca_3,apca_4,apca_5,apca_6,apca_7,apca_8,apca_9,apca_10,apca_11,apca_12,apca_13,apca_14,apca_15,apca_16,apca_17,apca_18,apca_19,apca_20,apca_21,apca_22,apca_23,apca_24
15156_ADT,3.273203644,-0.149855768,-1.035666829,-0.176681626,1.457721885,0.257983209,-0.60543523,-0.13088155,0.48085046,-0.890881,-0.440327115,-0.157977141,-0.737447651,-0.115959587,-0.056784009,0.57789919,-0.031801903,-0.258358415,-0.460316626,-0.252679987,0.111884481,-0.044528735,0.177723905,0.133729471
15161_ADT,2.779239844,0.451936239,-0.462405253,0.646396429,0.60633241,-0.275397382,-0.666203729,0.306631917,-0.005750681,0.045949024,-0.413410717,-0.046207961,-0.467671636,0.017795101,0.119433291,-0.446313201,-0.124559484,0.787866021,0.497618362,0.029512084,0.003467184,0.292723834,0.09119065,-0.022090517
15164_ADT,3.180291581,0.761095973,-0.452186074,0.488087883,0.878779516,0.155882992,-0.578246545,0.269000659,-0.288669149,0.151301593,-0.546035645,0.251032884,-0.432797115,-0.079190035,0.146771197,-0.656034629,-0.47137309,-0.007983931,0.522854009,0.221329858,0.271829207,0.768573915,-0.101708897,-0.24051883
15175_ADT,-1.880751252,-1.751337418,-0.079154533,-0.084847292,1.329860842,-0.101463956,-0.560380851,-0.690295416,0.367993274,1.744948701,0.801866343,-1.341192969,0.509402896,0.996752203,-0.366140994,0.749570347,-0.600375516,-0.936480437,0.048909985,0.707883122,-0.061373813,-0.979505893,-0.046945423,-0.145799807
15176_ADT,1.951531089,-1.292253434,1.094547551,-1.601749457,-0.826470501,-0.331093943,0.045473671,-0.681838323,-0.674267977,-0.187344852,0.278237056,-0.079836235,0.636486262,-0.355434391,-0.626667219,-0.773659407,-0.569409197,0.253119188,5.19E-06,0.259570249,-0.517856285,-0.488059354,-0.168332105,0.040849303
15177_ADT,-2.364481477,-3.629145876,-1.785367178,1.135776491,-0.186438411,0.268061922,1.29040429,0.673239337,-0.143989625,0.641112469,-0.618630408,-0.445457786,-0.238473871,-0.422558966,-0.851576701,-0.324269628,-0.67293802,-0.481387906,-0.180446846,0.049805075,-0.241080418,0.986944684,-0.099028739,-0.020682524
15178_ADT,-2.00534746,-3.123652132,-2.186673863,0.903900575,-0.864043512,0.793038393,1.386149487,0.628251244,-1.834828049,0.221133261,-0.11806179,-0.578561197,0.135277499,0.101360914,-0.295784981,-0.289239202,-0.980083135,0.647307723,0.0908222,-0.147923951,0.099896344,-0.624206837,-0.200776369,-0.099544657
15179_ADT,-2.945562926,0.908408267,-0.456187064,0.398999474,0.50632439,0.464229613,0.239359786,1.547206435,0.587999264,-0.033706533,1.056735629,-0.044021724,0.042649038,-0.189623065,0.497599728,0.40162699,0.245422857,-0.026011884,1.391599566,0.346188565,0.189537682,-0.607107561,-0.584035914,0.418978295
15180_ADT,-2.163097576,0.441672872,-0.078002816,-0.503116087,0.566536918,0.615125792,0.441683471,0.405836899,0.694550538,0.61220129,0.610794685,-0.011074108,-0.563322532,0.103522131,0.395829701,0.286999023,0.404947629,-0.327060824,0.537726083,-0.044900939,-0.438217161,-0.258387277,-0.380295408,0.186395233
15182_ADT,-2.954294641,1.52953262,0.333712741,-0.688728888,0.536248369,0.328603501,-0.36289998,0.541141786,0.262987647,0.068916922,1.06152231,0.055964789,-0.342073689,-0.154077389,0.103156577,-0.423823545,-0.204041188,0.052808618,-0.318456969,-0.307545879,-0.102454756,0.2894147,0.095683865,-0.110575545
15184_ADT,5.672452644,0.652814329,-1.115109205,-0.183704939,1.852912293,0.519769288,-0.953410114,0.487987196,0.217660656,0.113942145,-0.314685224,-0.014199282,0.60411128,0.098215053,1.139438472,-1.193172807,-0.674405969,-2.036396344,-0.005702114,-1.226741448,0.606055126,0.206004638,0.212423468,-0.165848299
15190_ADT,2.181185611,-1.161259244,0.958534713,-1.867852915,-0.508127394,-0.378004327,0.737261691,-0.07316088,-0.775835798,0.188850087,0.554750686,0.440097255,-0.591780488,-0.372601801,-0.273521367,0.1768681,-0.140595883,-0.095121807,-0.205101236,0.240104058,-0.122357734,-0.096920468,-0.19945335,0.019360647
15192_ADT,2.474953786,0.753545538,-1.737401782,1.229878701,0.163730684,-0.801223975,-1.02739951,1.1357194,-0.689713816,-0.936862786,-0.146566567,0.140507421,1.103473231,0.393295068,-0.246516412,-0.518969782,-0.161821048,-0.116602104,0.137607292,-0.162352521,-0.45635743,-0.127745102,0.367128426,-0.036426409
15194_ADT,2.386119579,-1.355740069,1.113586093,-2.183404693,-0.772734705,0.011200282,0.24548888,0.356292087,-0.370120088,0.252864758,0.08869672,0.225125687,-0.333590452,0.050278616,-0.277973201,-0.326494307,-0.160830827,0.110464028,-0.208878928,0.257772008,0.438553833,0.056794327,-0.128434903,0.083427701
15199_ADT,-2.611902938,-5.006164843,-2.271668899,1.79805133,-1.590290594,1.053838401,0.372323056,0.827676767,0.722518184,1.129494351,-1.392042562,1.28186524,-0.21921937,-1.116098064,-0.126029192,-1.080050055,1.942717873,-0.446085227,-0.310777861,0.147806753,0.026491257,0.392583431,0.081368869,-0.018369488
15200_ADT,-3.129695356,0.688983206,0.079840042,-0.411960419,0.577182919,0.752085794,0.010325296,0.558809417,-0.616315653,-0.157509206,1.162959329,-0.122152271,-0.784681516,0.199860523,0.979551856,-0.560264344,-0.127218167,0.177870949,-0.461867852,-0.158497773,0.349123512,-0.277583602,-0.372341435,0.06542352
15203_ADT,0.763594226,0.374790118,0.901566725,0.123621139,-2.270558292,-1.006925673,-0.470800635,1.207336244,-0.558981099,-0.444061015,0.484014572,0.109822092,0.99306534,-0.364323275,-0.224784673,-0.118926282,0.413968822,1.056230043,0.343371836,0.187539043,-0.638728084,0.367997641,0.059642781,-0.100112698
15209_ADT,-2.429452575,-4.531011521,-2.124728041,1.041143766,-0.728919007,0.835426392,-0.431391988,0.452177426,1.661657078,0.135951817,0.598105966,0.613766332,0.342502776,-0.670019065,1.029883736,-0.015366865,0.131279598,-0.223831019,0.434277624,0.417712297,0.074132501,-0.322720354,0.09095703,-0.44268905
15210_ADT,-2.721556171,-5.706347118,-3.114055202,0.547080829,-0.751914013,0.925281383,0.344730182,-0.471154689,1.437789894,-0.420169554,0.184549811,0.158704908,1.086078744,-0.675443978,0.574355631,-0.076034087,1.420255372,-0.369148916,-0.156102865,0.403607338,-0.081361236,0.142853826,-0.20761101,-0.011389298
15213_ADT,2.025453108,-1.546326302,0.744817142,-1.443951339,-0.217984021,-0.593132517,-0.070504252,-0.454409938,-0.361586055,-0.354771972,0.956281007,-0.149875748,0.224198457,0.012308307,-0.403035349,-0.369550042,0.008613656,0.394078913,-0.220495521,0.574147593,-0.180921368,0.093167002,0.001654069,0.053532859
15215_ADT,-3.198010854,1.713961852,-0.178286568,-0.663232144,0.059857307,1.087384162,-0.467679861,-0.5791755,0.059113325,-0.167887923,0.957280637,0.00682913,-0.495490103,0.279170238,0.866941241,-0.235191622,0.23647272,-0.191311688,-0.446210634,0.054886917,-0.020479718,-0.080086759,0.544774613,-0.164794205
15218_ADT,-2.920153352,-0.592140225,2.578403333,0.699091473,2.484232862,2.307811751,1.915984132,2.835212205,0.034057366,-1.443187011,-1.491361774,2.004001954,0.690642748,1.68394896,-0.573292106,0.083801662,-0.470649459,-0.320896369,0.284369414,-0.202302038,-0.106887002,0.061106104,-0.278204455,0.152395394
15219_ADT,3.935485207,1.816808175,-0.862113672,0.396537207,0.99640976,0.445413511,-0.682890957,0.401202178,0.852356252,-0.151710624,-0.473581743,1.045946589,0.619392899,-0.815590394,0.192293641,0.430635601,-0.068608351,0.345861788,-0.110185201,-0.320629704,0.408743172,0.430192085,0.236392633,-0.14319454
15224_ADT,3.05027719,0.325437089,-0.579605968,0.386272108,0.931411347,0.49665142,-0.473104453,0.399031617,-0.454482071,0.136777374,-0.646070062,-0.034003355,-1.158761052,-0.248827155,-0.206224748,0.286138497,-0.220785169,-0.066039186,0.033712875,0.02676664,0.068934849,-0.076064243,0.039286206,-0.086002237
15227_ADT,-2.804927361,-5.43492875,-2.523493081,2.200670119,-0.894480676,0.34782303,0.310551515,0.555002003,2.298389693,1.000719628,-0.644957192,1.980022334,-0.820744857,-0.762870124,-0.051297132,-1.398958301,2.101976899,-0.665226343,0.117520445,0.223444604,-0.150602474,0.575319809,0.085061147,0.247634637
15229_ADT,-3.564790109,1.939971126,-0.370605893,-0.518724832,-0.07767573,0.622515949,-0.398631827,-0.512307404,0.195838448,-0.127803524,-0.016365951,-0.243135964,0.208724098,0.266421876,-0.157172195,-0.337409824,-0.027270416,-0.255574418,-0.388330114,-0.201686349,0.317513818,0.074945386,-0.0129903,-0.023117928
15231_ADT,-2.915130773,-1.177138932,-1.918936185,-0.166167651,-0.639369276,1.179508013,-0.220730357,-0.914341966,0.033035615,-0.223648557,-0.261449053,-0.537374605,0.034331547,0.07032803,-0.125951628,0.196055523,0.426902799,-0.392786476,-0.903841429,0.030904932,-0.392718509,0.38525399,-0.272473344,0.36370828
15233_ADT,4.565769228,2.151805245,-1.33585425,3.274734543,-0.911552291,-0.029403131,1.496542615,0.439310595,-1.788378049,-0.610024884,1.281369104,-0.052530711,-0.651958961,-0.387456419,0.199076621,0.650037806,0.170604453,-0.250781249,0.194549707,-0.397245525,0.65428488,0.066902914,0.049811011,-0.017905567
15234_ADT,-1.326664953,-0.854995219,0.503498901,0.731479667,0.130287578,-2.325878352,-1.272352226,-0.775014886,0.51925629,0.440965756,-0.006926827,0.02863614,-0.342345374,0.169484085,-0.814979652,-0.458967753,-0.561736995,0.239430136,0.465018405,0.654383395,-0.181369749,-0.553504856,0.246009114,-0.282939147
15240_ADT,1.462647197,0.338446228,0.740986842,0.329589089,-0.329747279,-0.780528389,-0.539584659,-0.331223594,1.2974524,0.813036636,0.67002276,-0.372435588,0.112924858,0.776777551,-0.056981544,-0.006620294,0.604012962,1.006808095,0.480351724,-0.915500979,-0.243159313,0.115977169,-0.684446826,-1.345914313
15241_ADT,3.125723272,-0.450303588,-0.390638587,0.05612545,1.627890707,0.125633858,-0.787594437,-0.140806344,-0.366969073,-0.293472553,-0.458088594,-0.186414485,-0.851317159,0.073758899,0.035735488,-0.193080447,-0.328660941,0.132847962,-0.325973422,0.14650994,-0.286574327,-0.174417337,-0.397184082,-0.026088132
15244_ADT,-2.831521213,0.355150613,-0.09534681,-0.388814395,1.043794243,0.126766304,0.572109734,0.339172477,0.093462578,0.310352202,1.358059482,-0.657065139,0.312252238,0.132797466,1.009594503,0.452925235,0.07944724,-0.299757631,-0.362100737,0.277298979,0.30902698,-0.307726918,0.059553259,-0.212492363
15248_ADT,-3.015589778,2.032399621,0.051719445,-0.99063573,-0.681774685,0.621669876,-0.980634004,-0.729753794,0.271121402,-0.084122123,-0.204349232,-0.302623077,0.180398541,0.365563325,0.174983481,0.198360094,0.112545285,-0.129220107,0.038921386,0.337179745,0.36586815,-0.218204836,-0.203525705,0.069350136
15249_ADT,2.875573151,-0.292982201,-0.925463482,-0.646234689,1.511129812,0.429950809,-0.601575661,-0.59068519,0.519460037,-0.714022637,-0.007136666,-0.616717926,-0.152950962,0.427218986,0.461757452,0.363908836,0.443600921,0.099082255,0.024059934,0.158329859,-0.142258523,-0.09082105,0.155271258,0.176124214
15256_ADT,-1.094477978,-2.083464377,-0.794061865,0.402263456,-1.391836647,0.994385751,0.119116155,0.378040172,0.916605382,0.856859949,0.310562794,0.879480538,-0.387656366,-0.050492593,-0.415806506,0.106660438,-2.285500979,0.957850596,-0.853049808,-0.692553716,-0.470483634,0.536232062,-1.178169018,1.184943643
15259_ADT,-3.193480743,-1.222657032,-0.34538784,-0.264037727,1.569770761,-3.225686599,0.526589233,0.233639182,-0.166756513,0.003830559,0.623902306,-0.556832222,0.150371133,0.022496233,0.660381136,0.731380578,-0.602983596,-0.081431773,0.04992864,0.377598073,0.596758463,-0.367468764,0.089462816,-0.579019217
15264_ADT,-2.305842333,-4.021999297,-2.228964431,0.748029056,-0.226561708,0.224742075,0.38764199,0.407799236,0.035450764,-0.097073058,-0.362391681,-0.305972231,0.504437409,-0.291015148,-0.651736743,-0.210139619,-0.281893395,-0.120966527,-0.491513867,-0.111289521,-0.266012323,0.251182126,-0.346529305,-0.064552668
15265_ADT,2.331014152,-1.567316891,0.660238869,-1.932622659,-0.507726349,-0.209328058,0.412912447,-0.126264095,-0.570334572,0.009529216,0.487927528,0.08320876,-0.04887625,0.106696796,-0.494642391,-0.567449229,0.158478174,-0.017042044,-0.070745156,0.521040354,0.312285905,-0.037887053,-0.21800779,-0.086142763
15267_ADT,-1.617935047,-1.266838962,5.445738577,1.942236415,0.788191975,1.113315686,-0.36241778,-0.935465732,-1.06276914,0.048186123,-0.8252315,1.162003159,0.293269646,-0.022875856,-0.842750994,0.337814478,-0.409181771,0.297334766,-0.357733734,0.524833181,0.018835581,-0.211362348,-0.038946221,-0.174243582
15269_ADT,-2.629005866,0.921930769,0.07331241,-0.313191992,0.329918771,0.021794509,0.070597865,0.485953454,-0.094639587,0.126319291,1.760468852,-0.318377375,0.147074261,0.341238971,0.288214088,0.368423835,0.47746131,0.065188549,0.084487815,0.134546402,0.342575288,0.220475462,-0.176808684,0.055470989
15273_ADT,0.345969345,0.693677396,3.57833511,0.414029554,-3.448522002,-3.487818809,-4.340291239,5.718176235,1.140371635,2.028747372,0.145481256,-1.080419789,-0.994872866,-0.544750246,-0.420634673,0.356437199,0.384033191,0.848479828,0.113468996,-0.759616876,-0.117727996,-0.296389427,-0.048224512,-0.053500621
15274_ADT,2.906520588,-0.001955386,-0.887013747,-0.082947137,1.098775434,0.173313598,-0.798253747,0.004243273,0.200379375,-0.321579773,-0.660510899,0.221135234,-0.892086899,0.064745509,0.0195046,-0.189265461,-0.36706339,-0.063860175,-0.079825999,-0.028044663,-0.11081525,-0.09792051,0.202642615,-0.21322322
15277_ADT,-1.248158746,-4.539026272,-1.862712014,1.143492111,-1.667088996,1.68298947,0.349253416,0.615908618,0.555177921,1.5441929,0.008625803,1.157294811,-0.845588589,-0.323032276,0.360197647,-0.624837561,0.644685617,1.021830952,0.278199218,-0.541906566,0.502626502,-0.176015222,0.538158567,-0.123812524
15278_ADT,-1.923888036,-2.418370729,5.205402778,1.81679486,0.208078189,-2.119180546,-5.134575834,3.379970393,1.336195177,0.153296589,-1.017081298,-0.930886383,-1.756112056,1.159039858,-0.581476721,0.527245994,0.309622744,-1.038698443,-0.29777202,-0.557736211,0.901074677,-0.437753361,0.157954762,0.135534701
15280_ADT,3.215647679,-0.32677338,-0.92288067,-0.134659915,1.207585976,0.797036966,-0.207155322,0.01504777,0.165324713,0.119820877,-0.824137958,0.439923573,-1.096178625,-0.433611991,-0.267946099,0.037142079,-0.12626139,-0.586177623,-0.302287183,-0.259238871,-0.286218148,-0.43857446,0.09481687,0.086718556
15282_ADT,-2.277800048,-1.828745353,5.918161697,3.015837627,0.765088987,-0.222423682,-2.32201606,0.825259384,-1.289871215,0.594033108,-1.108091735,-0.187977116,0.203962949,0.441341741,-0.350339775,0.075643374,0.032958649,-0.777448895,0.00998054,0.085123349,0.452720931,-0.15079278,0.111158566,-0.13407669
15283_ADT,-2.540426385,-1.702447449,6.712968583,3.412369381,1.047836627,-0.12227091,-2.010006163,0.463642296,-0.218628124,0.85966253,-0.447633463,-0.603672648,-0.200634508,-0.260776293,0.104229876,0.318264608,0.457619006,-0.257544136,-0.28992056,-0.298044017,0.543494349,-0.247283799,0.245568153,-0.127534415
15289_ADT,2.35684028,-0.46093015,-0.407961214,-0.06007908,1.978091614,0.623626675,-1.167963621,-0.960986926,0.279037656,0.438403469,-0.037186711,-0.809503659,0.083592991,-0.088862804,0.062618576,0.381109183,0.336766665,0.160194512,0.195819546,0.019390982,-0.193190739,-0.149566059,-0.119205611,0.090577453
15298_ADT,3.242587496,2.781139592,-0.791899335,3.52726684,-1.437215513,-0.280635286,1.118417341,-0.207851327,0.759986274,-0.335047952,0.152959017,-0.284810171,-0.532945181,-0.108357006,0.411398237,0.297187853,0.026805677,-1.49581947,-0.660931735,0.856162351,0.307857135,-0.325058934,-0.080683007,0.415349549
15303_ADT,2.211606253,-1.261795276,0.725227906,-2.219505452,-0.520197537,-0.388428788,-0.088299735,-0.541770561,0.32100331,-0.745802556,0.486997052,0.378027368,-0.142989612,-0.555353876,-0.845983309,0.172631033,-0.373493743,-0.051566652,-0.18987341,0.172251063,0.409860684,-0.386091449,-0.20116314,0.014434449
15304_ADT,2.176053243,-0.753107879,-0.702808138,0.214065259,1.130904224,0.280106972,-1.062476426,-0.418329143,0.389095829,-0.799821479,-0.36481073,-0.466371292,0.030514145,-0.096020399,0.09078109,-0.329628756,0.015070127,0.502217446,-0.093476151,0.281321116,-0.404351565,-0.267289922,-0.09691276,-0.002163154
15313_ADT,3.579269574,2.335046807,-0.515604112,1.724106707,-0.561930582,0.04080824,-0.04889423,-0.463566767,1.796498695,-0.10718211,-0.485528228,0.330395291,0.536842097,-0.319797787,-0.570340341,0.704371279,-0.257945352,1.098692169,-0.10569757,-0.153661938,0.240032087,0.028962855,-0.197755457,0.162137177
15314_ADT,-2.453955272,-1.019554642,-0.411137075,0.450924253,0.363431435,-4.16508708,-0.0655765,-0.885667456,0.231027063,0.937857315,-0.776930646,0.952088052,-0.175382263,-0.159467925,-0.06068477,-0.344468715,1.026755215,-0.232334428,0.549280654,0.113724583,0.307599949,-0.35592253,-0.004318534,-0.072371551
15316_ADT,-1.853066906,0.818924173,-0.816688704,0.654203602,-0.790973572,-0.393408788,0.046889196,-0.68725587,-1.154942035,-0.345199559,0.625424834,-0.655270478,0.05458801,0.594789673,-0.131659612,-0.759785422,0.506717025,-0.499011694,0.158429487,-0.227783554,-0.134844972,0.448916187,-0.429646875,0.256751776
15319_ADT,-2.175584273,-3.268473653,-1.250695221,0.829127896,-0.259409097,1.203680987,0.574980953,0.312812819,0.322571881,0.782020922,-0.041760739,0.20938816,0.536716647,-0.022192848,-0.275498709,0.569936172,-1.009324511,0.075042863,-0.323453709,0.002552252,-0.620768504,0.675554642,-0.036122776,-0.145311387
15322_ADT,-2.969269312,-0.042600305,2.803637828,0.968984728,1.994977381,1.735724996,1.232891943,1.728169757,-0.551614927,-1.373043249,-1.532478955,2.554863421,0.252424694,2.402616799,-0.547541114,0.484862964,-0.017840654,-0.195687246,0.59902204,-0.32209897,-0.061842635,0.154762671,-0.418260334,0.311711866
15328_ADT,3.294802006,-0.083598272,-0.915918995,0.130628424,2.330577252,0.366038628,-0.607574149,-0.296280991,-1.402246257,1.78836487,0.405173315,-0.31779269,0.749473745,0.546836532,0.35904772,-0.844854651,0.070700908,0.200083385,-0.030564106,0.020371063,0.262347732,-0.210520308,-0.297347411,-0.209356345
15335_ADT,-3.20334833,2.240801922,-0.909670599,-0.160807937,-0.787225102,0.361801612,-0.746642524,-0.479257915,-0.618313452,-0.56826776,0.215285357,0.148321051,0.161794684,-0.265113263,-0.029570164,-0.574037092,-0.394073654,-0.008464298,-0.029589851,-0.107555702,-0.109518593,-0.41205478,-0.098120744,-0.16426624
15337_ADT,-3.677206331,2.003003812,-0.236800527,-0.472387644,0.162539609,1.415033969,-0.162816521,-0.172480856,0.790610953,-0.783004408,0.825502674,0.591354343,-0.359716789,0.180779203,0.606956933,-0.141856881,-0.272593042,-0.050495208,0.460359902,-0.103164052,0.013914098,0.244621373,0.26954252,-0.201359837
15340_ADT,-2.213147991,-3.57543799,-1.597705071,0.97908411,-0.388837721,0.0194433,0.41917153,0.308074972,1.144058724,0.06720284,-0.287884576,-0.192308468,0.216469765,-0.601249039,-0.108119288,-0.379196599,-0.353667806,-0.308572052,0.174077333,0.368497896,-0.210922192,0.537344391,0.191735562,-0.070936209
15345_ADT,-2.286650588,-3.91296858,-2.147971771,0.664429331,-0.236156599,0.527612999,0.244552791,0.367668908,1.213092781,0.695566304,0.56262261,0.098058897,0.53710549,-0.035341749,-0.189839272,0.678411591,-1.641918696,-0.190599127,-0.17097026,0.26881633,-0.365742074,0.717859649,0.04649128,-0.255533458
15350_ADT,2.459345858,-1.397872325,0.899792836,-2.16524021,-0.641323487,0.345364219,0.6719679,-0.221498437,-0.076380498,-0.264357285,0.565607834,-0.152035849,-0.020625596,0.20317725,-0.143136748,-0.180158421,-0.285681387,0.25361957,-0.320853171,0.324791462,0.736080908,-0.261447487,0.396528639,0.033617028
15354_ADT,3.527039387,1.911624055,0.358526866,-0.140025239,-2.402346368,-0.609336502,0.512350101,1.263321044,-0.083363933,1.208769214,0.594272608,1.996773339,2.778687402,-0.02455025,0.040445956,-0.90975631,-0.513443874,-0.400521532,-0.358523071,-0.375966367,0.13647597,-0.190707507,-0.46055859,-0.239747055
15361_ADT,-4.068582089,2.396286816,-0.479770725,-1.046066167,-0.579465744,0.211601798,-1.090289491,-1.052163547,-0.055323882,-0.098326962,-0.842155566,-0.468743154,-0.092536457,0.198077774,0.373975452,0.024914679,-0.298140029,-0.49556497,-0.116587584,-0.176660066,0.390714956,0.163481232,-0.19639516,0.182232695
15362_ADT,-3.547493716,3.280711992,-0.598435012,-0.720300793,-0.854371394,0.530439785,0.034008543,0.127786492,1.054669724,-0.195477165,-0.267579908,-0.378363217,1.162424234,-0.558786691,-0.961935556,0.174050376,0.295665591,0.56550107,-0.438968326,0.178000782,-0.091184323,-0.329605209,-0.276567352,0.119392449
15365_ADT,1.761703976,0.816136227,0.316652357,1.04679619,-1.484245351,-0.456202715,0.80005963,-0.046438361,1.002529436,-0.537282042,0.068653698,0.060618201,-0.679425442,-0.184213263,-0.105176713,0.716402797,0.604690123,0.203246293,0.017574657,-0.558428219,-0.389490099,0.312852641,-0.982906369,-1.025544103
15368_ADT,-1.916842134,-3.199553307,2.010070169,1.072224338,-0.356036227,1.154734509,0.646604838,-0.046829187,-2.254150843,-0.369320798,-0.634895944,0.594678477,1.373799997,0.060915575,-0.692910401,1.15292889,-0.871083066,0.392248714,0.053109902,0.091091534,-0.135762367,0.723199154,0.737103084,0.249009929
15370_ADT,-2.830385331,1.236794876,-0.201538114,-0.47932775,0.885507056,-0.296544729,-0.264656297,-0.041063448,-0.203161176,0.398270261,0.503471427,-0.742465656,-0.563250816,0.311432643,0.107069661,0.203152199,0.09925637,-0.154801639,0.414552692,0.045908589,0.046849767,0.242573659,-0.247008216,0.43414659
15371_ADT,3.066473883,0.058915266,-0.484832506,0.231676156,1.007503523,0.28049731,-1.143088868,-0.183234329,0.590684484,-1.114822561,-0.552025743,-0.782766446,-0.978025976,-0.234140704,0.029796451,0.061103554,0.150400839,0.771508466,0.044435627,0.54241645,0.223195921,0.45976132,-0.067743762,-0.042626623
15373_ADT,-1.925301377,-1.683937723,4.904196695,3.146376019,0.743302691,0.349186733,-0.720931136,-2.843337252,-0.030031416,-0.338663143,1.146097052,-1.998279497,0.705086738,-4.335654125,1.408867365,-0.230060082,0.393005227,-0.219814289,-0.556185301,-0.435020966,0.4094508,-0.526954648,-0.278588361,0.462745896
15374_ADT,2.331412767,-0.953898409,0.771106156,-1.532992345,-0.744327625,-0.028053237,0.587648324,-0.154814212,-1.138924741,-0.118299086,0.315945989,-0.118879862,-0.016207466,-0.27061558,-0.655316826,0.201112443,-0.070027106,-0.147426436,0.056826279,0.143677787,-0.036367847,-0.244955645,-0.169233007,-0.189817015
15380_ADT,-2.88486284,2.27913847,-0.184298994,-1.013333683,-0.92339837,1.002736614,-1.365355872,-0.777658325,0.521567445,-0.7107869,0.065719986,0.345525045,0.278778617,-0.616014239,-0.115897296,-0.062253931,-0.24597522,0.251290796,-0.434188872,-0.030517057,-0.240643749,0.293651446,-0.142660103,-0.175990449
15384_ADT,3.393705911,0.76495149,-1.272421101,1.041980004,0.765947145,0.037322975,-0.740267397,-0.174001586,-0.301310499,-0.703661798,0.301993177,-0.411601666,0.100656643,0.350444344,0.051530547,-0.254812312,0.014548826,-0.208780998,0.196691747,-0.407673637,-0.533351291,-0.12417456,0.058884735,-0.081324321
15387_ADT,3.509096242,0.035933873,-0.733301666,-0.30056786,1.805444681,0.801004277,-0.553239801,-0.521318015,1.007944409,-0.483434673,-0.439077508,0.064654906,-0.125331989,-0.128410099,0.543889651,-0.119361172,-0.076534508,-0.034931607,-0.35131905,-0.291483651,0.630266008,-0.139951419,0.255712088,0.212569679
15396_ADT,2.796311881,-1.347604289,0.660590406,-1.493263598,-0.794652085,0.186979089,0.406329993,0.012966778,-0.497977632,-0.119180766,0.66990081,-0.195294732,0.157664819,-0.045062745,0.138365325,-0.539684764,0.040226172,0.271477442,-0.026884439,0.422956666,0.228522864,0.182114954,0.018853995,0.188606313
15403_ADT,2.442461438,0.037719762,-0.995317042,0.163783194,0.656410767,0.23610346,-0.376033764,-0.69410764,0.614431026,-0.347235354,-0.528921045,0.417829274,-0.66769621,-0.077836784,-0.353008887,-0.381427972,0.563578466,0.417075371,0.434640481,0.420804971,0.024150845,0.24412001,-0.26522565,0.047929086
15404_ADT,2.436458246,-0.106192742,-0.312516001,-0.221640719,1.730953423,0.839435334,-0.459656807,-0.248246668,-0.417540599,0.582125891,-0.242907022,-0.189148456,-0.84438882,0.190932749,0.044995077,0.10104153,0.156641139,0.689531294,-0.214821722,0.670731805,0.28064448,0.035130866,-0.385541593,0.013391451
15406_ADT,3.002774901,2.67974707,-1.390643823,1.654532857,-0.064374391,-0.434547231,-0.893863693,1.350647918,0.242135613,0.831100764,-0.065299767,0.912937901,2.443535668,-0.392932821,0.138210479,-0.121460644,-0.260179448,0.998290912,-0.495246211,-0.002712682,-0.013914701,-0.026761481,-0.121996783,-0.081774097
15410_ADT,2.74480221,-0.267765919,-0.725049805,-0.378848462,1.699709921,0.697066105,-0.247219165,-0.469142927,0.550638212,-0.752258581,-0.082228238,-0.163241217,-0.499426212,-0.111892853,0.08470744,0.232718543,0.174430882,0.347770266,-0.011553282,0.236986394,0.090122625,-0.094347682,0.04456171,0.069025405
15417_ADT,2.922208229,-0.404779426,-0.577448398,-0.381245379,1.458095296,0.65264637,-1.057854209,0.012601855,0.173648769,-0.332609541,-0.430048465,-0.377142494,-0.288002622,-0.026852833,0.33181355,0.214777194,0.093096401,0.209787664,-0.108559713,-0.086304663,-0.093235153,-0.109864986,0.121261547,-0.135765263
15430_ADT,-2.807302017,1.70901565,0.507306185,0.385071547,0.138514887,0.727635484,0.12006371,0.309412857,-0.825556206,0.231590124,0.911199876,0.07625399,-0.136518376,-1.711837026,0.627425112,-0.554348732,-0.203915841,-0.113805007,0.601758025,-0.018648424,-0.212504775,0.20303948,-0.027140964,0.425700614
15436_ADT,3.157128647,-0.763765643,0.823181769,-2.039872881,-0.467848378,0.534368941,0.528120581,0.276330601,0.139461846,0.565229555,0.552220924,-0.02143599,0.361776815,-0.438937291,0.195425553,-0.004101763,-0.305823706,-0.762425354,0.318182404,-0.783424155,-0.195220364,0.153362169,0.192779554,0.01822978
15440_ADT,0.905342506,-1.13740208,2.24785582,-1.771073223,-1.450113433,-0.037737002,0.023385966,1.192557078,-0.585779207,-0.202422917,-0.342967222,-0.400868195,-0.666114225,-0.232737435,1.012299535,0.194367083,0.188026611,-0.04312586,-0.363812542,0.626154892,-0.441510787,0.361185693,-0.194231024,0.103421883
15441_ADT,-2.772215204,-0.153417885,-1.275888301,-0.243141837,2.370926421,-6.054111997,-0.237439845,-1.973273699,0.72435838,0.833223059,0.187130416,2.718544361,-0.454761561,-0.223246013,0.441026022,1.267819421,-0.671597988,0.143842101,-0.125957407,0.270279901,-0.070350082,-0.826813257,0.324954233,-0.022147884
