,0,1,2,3,4,5,6,7
245_ADT,0.20726775,0.09947106,0.17478219,-0.12399006,0.13302383,-0.05031154,-0.29671475,-0.08958646
252_ADT,-0.25616863,0.17925204,0.28718728,-0.06038172,-0.19800058,-0.21203426,-0.19508657,0.3315826
256_ADT,0.08978069,-0.045389038,0.21902625,-0.060078736,-0.46564072,-0.0685491,-0.4249449,0.081587546
257_ADT,-0.04862415,0.21701129,0.14882942,-0.022121923,-0.13094443,-0.2150907,-0.091929846,0.12343159
258_ADT,0.32798573,0.26390702,0.114501156,-0.19539335,0.16931707,-0.16562769,-0.31898126,-0.21352962
264_ADT,-0.098569214,0.14382657,0.36172646,-0.18857732,-0.06753905,-0.22343883,-0.1351977,0.29322687
268_ADT,0.36916694,0.4857503,0.070670925,-0.2891142,0.21285406,-0.06994464,-0.11376989,-0.25606605
272_ADT,0.0062175714,0.20705716,-0.0880299,-0.0046602064,0.21159671,0.09309893,-0.39686555,-0.29135686
275_ADT,-0.051907748,0.19839118,0.117747,0.119928665,-0.40782365,0.17941615,-0.1463897,0.27403477
277_ADT,-0.22654468,0.1545337,0.28912854,-0.04732756,-0.07038273,-0.31473455,-0.12024163,0.36712247
284_ADT,-0.10403949,0.33998156,0.26237965,-0.08268506,-0.23321037,-0.38622317,-0.12922001,0.10698124
285_ADT,0.027708007,0.25825816,0.16098665,0.0408887,-0.32859892,0.16328287,-0.25510398,0.2564384
288_ADT,0.2902272,0.47339293,0.120550536,-0.38154343,0.25106952,-0.03256062,-0.1484374,-0.3483257
293_ADT,0.19813707,0.2378886,0.19216287,-0.18149455,0.15502512,-0.065705776,-0.36470765,-0.20864882
298_ADT,0.30366352,0.45920694,0.1409566,-0.26634496,0.11282244,0.020935668,-0.14303033,-0.3545495
299_ADT,-0.28818762,0.456227,0.22437419,-0.25278845,-0.5103993,0.4379528,-0.36529586,0.2379312
306_ADT,-0.12787639,0.111197546,0.24627651,-0.08527477,-0.034425836,-0.15187171,-0.10993733,0.21685323
307_ADT,0.29737243,0.20476422,-0.10582257,0.1410419,-0.31430483,0.28140122,-0.22927032,0.31865963
309_ADT,-0.14605679,0.23280637,0.28557974,0.12127368,-0.3206722,-0.1563923,-0.45519465,0.4275215
314_ADT,-0.043294102,-0.15338834,0.12518188,-0.04226091,-0.69367516,0.031499412,0.05529872,0.023177188
316_ADT,0.16142635,0.08524804,0.22776687,0.16031459,-0.41342047,0.063132435,0.04301345,0.16120878
319_ADT,-0.40072528,0.12114446,0.3094738,0.119728394,-0.12550808,-0.18348867,-0.08730574,0.40830362
320_ADT,0.09156822,0.23537283,0.24331155,0.22322088,-0.52056575,0.126187,0.057423424,0.062277693
323_ADT,0.1482973,0.12768736,0.19869092,-0.13497344,0.12837309,-0.0003847655,-0.4433237,-0.29481187
327_ADT,-0.019678837,0.16036148,-0.082547314,0.025051808,0.19162107,0.10170981,-0.3235712,-0.23436603
