,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,LSI_13,LSI_14,LSI_15,LSI_16,LSI_17,LSI_18,LSI_19,LSI_20,LSI_21,LSI_22,LSI_23,LSI_24,LSI_25,LSI_26,LSI_27,LSI_28,LSI_29,LSI_30,LSI_31,LSI_32,LSI_33,LSI_34,LSI_35,LSI_36,LSI_37,LSI_38,LSI_39,LSI_40,LSI_41,LSI_42,LSI_43,LSI_44,LSI_45,LSI_46,LSI_47,LSI_48,LSI_49,LSI_50
63_ATAC,-2.12039233,0.586701251,-0.27477437,0.51976501,0.094915973,-0.372840073,-0.215107406,0.073348254,-0.184035118,-1.203511516,0.80849071,-0.219815453,-0.111796025,0.676326706,0.505524634,-0.10820407,0.89839622,0.280231383,-0.671125717,-1.297584316,0.07817055,0.725995918,-0.233532959,-0.461813154,0.535135621,-0.590283123,-0.353452257,0.130237072,-0.146615979,0.463715243,0.139882358,0.526459669,-0.479162807,0.288389387,-0.035594996,-0.064756338,-0.089947614,0.052402783,0.382847734,-0.026171745,0.009414344,0.086822894,0.205931161,0.04660822,0.194232381,-0.217648543,0.290832212,-0.02324492,0.2782833,-0.065222039
64_ATAC,0.759576478,0.306138639,2.926080237,-0.417241257,-0.243940311,1.344203912,0.74928456,0.250295847,2.420158644,-1.223026415,-2.818565594,3.949656229,-1.832228828,2.912645195,2.516734911,-3.522670644,4.225743135,0.796065761,5.592855126,3.818144704,-11.24803634,6.163318586,-2.083127436,-0.343568724,-1.457491202,7.61887015,-6.223885198,4.721133535,-4.230554938,-0.60043963,1.903450969,-1.273303363,2.671592633,-2.380526781,1.826656319,-0.558740491,-1.782752819,-1.077215322,1.879822782,-0.331063456,0.603521109,-0.856093155,-0.322085055,-0.061306106,0.471757568,-0.776645756,-0.283684886,0.145150997,0.967693909,0.272793465
65_ATAC,-0.749825087,0.786716501,-0.390021233,0.925880648,0.252862764,-1.008109857,-0.153039871,0.129696431,0.051627197,-0.403108147,1.132959168,0.610364465,0.064114734,0.558680108,0.660023852,-0.113431658,-0.686197817,-0.204514604,-0.164391822,-0.063034322,0.065736634,0.337481655,-0.621734882,-0.363816799,0.112858561,-0.692498032,-0.23739885,-0.547157116,-0.46590911,0.343691436,0.032712833,0.533467303,-0.001899318,-0.456148662,0.553571238,0.177753938,0.28846642,0.715281441,0.080874737,0.24275308,-0.176314394,-0.058655651,-0.427860341,0.380807336,0.006377129,-0.48079977,-0.129136114,-0.432512566,0.27110665,0.056873402
66_ATAC,-0.129719528,0.821299522,-0.293628443,-0.270102864,-0.229330988,1.028215807,0.31662799,-0.12774703,0.059266927,0.053404762,0.358873941,-0.064477354,-0.162931068,-0.13169198,-0.271314024,0.241002132,-1.486277676,-0.246617222,1.05459106,-1.351223317,-0.563822413,-1.239087783,-0.107750445,0.481639403,-0.521480668,0.319967686,-0.353480917,0.218650529,-0.213524298,0.120504244,0.279023349,-0.366225675,-0.220956456,-0.186497587,0.135419188,-0.043272313,0.673050469,0.348042312,-0.414453789,-0.230433599,0.140267174,-0.510592111,-0.892490716,-0.037561698,0.036841376,-0.278130702,0.161604112,-0.192797521,0.561743834,-0.070641914
67_ATAC,0.746083385,-1.534036235,-0.458766329,0.090609804,-0.382627379,-0.298946153,1.387816878,-0.096939205,0.034345064,0.597064345,-0.102239209,0.36056289,0.943493328,-0.173305864,-0.178520396,-0.203726132,0.436959897,-0.442852563,0.549391807,-0.772777656,-0.937311874,1.542461177,2.174111828,-0.273256901,1.099731939,-2.134596622,0.840501608,1.478830222,0.112197701,-0.726356506,2.046151521,0.119840807,-2.368478839,-0.795161343,-0.207430632,0.866418218,-3.135246149,1.051598441,-0.237813397,2.947037579,-3.053294207,-0.42448473,-2.441291087,-2.567372483,3.407633085,0.891551252,0.249648344,-0.66940045,-1.330291879,0.470940765
68_ATAC,-0.061699587,0.862793306,-0.434551409,0.345741262,-0.050205189,1.615161915,0.603661978,-0.634887545,0.975713936,-0.043176876,0.050334047,-1.472624222,-0.237737808,1.341707081,-1.487948747,0.609411031,-0.243114253,0.104502763,0.132528546,0.564580573,0.602752802,1.438234277,-0.277033803,-1.900173959,-0.271419081,0.949897797,-0.107996539,-0.127589381,1.005828031,0.210257898,-0.32806889,0.663869409,-0.080897938,-0.212022453,-0.357705907,0.216076731,-0.728336682,-0.18800014,-0.051017159,0.454069347,0.618188476,0.319323581,-0.484513189,0.34329607,-0.159613247,-0.12248364,0.476618952,-0.325292905,0.420718526,0.164993673
69_ATAC,0.043947347,1.005152548,-0.532511694,1.207560853,0.706081342,-1.633035147,-0.508691168,-0.730434472,1.025199423,-2.448597536,0.859690647,-0.230763469,-0.050898595,0.105985071,0.678018176,-0.33848875,1.89784519,-0.093378819,-0.778648028,-1.918153913,0.04301722,0.202246541,-0.238260109,-1.04102281,0.531636291,-0.341875056,-0.516155334,-0.086689001,0.164129967,0.233060978,-0.514349194,0.155793508,0.417172829,-0.279410452,0.002038513,-0.298205668,0.219144538,0.344504124,-0.087164108,-0.378854998,-0.367108469,-0.063370882,-0.208642035,-0.491232188,0.082425634,0.502142376,0.077870298,0.024012042,0.134001747,-0.085459761
70_ATAC,-0.961452102,0.759816283,-0.39163177,0.255757183,-0.513363286,1.281773788,0.096362022,0.500473609,-1.27277749,0.211009448,-0.941932686,0.146489341,0.116012667,-0.044685486,1.287128639,-0.195030002,0.378867883,-0.23306607,0.355699658,-0.913930454,0.44261457,-1.01175866,0.20052107,0.686244322,0.528277226,-0.519073454,-0.16555703,0.397116773,-0.083699542,-0.333245237,0.119176976,-0.13726127,0.05738024,-0.115934791,-0.036758944,0.156948638,-0.138148946,-0.242698721,0.477340465,0.047773604,0.525310965,0.291345143,-0.074305469,-0.141996948,0.250070312,-0.192718902,0.063468158,-0.352732626,0.126732155,0.202431003
71_ATAC,-0.573848418,0.73345877,-0.330034665,-1.409543482,-0.103672754,0.623236814,0.296470135,-0.468560275,0.308412495,-0.461301481,2.492251539,-1.681342438,-0.221661452,1.551210693,-1.756873444,1.752069176,-0.0291975,1.799355636,2.632050692,1.093118622,0.367537515,-1.480797843,0.869267201,1.063987259,-0.024050078,-0.361203025,0.197281952,0.530159148,-0.093840095,0.023878713,-0.089975792,-0.687832935,0.604051269,-0.170407603,0.048897266,-0.083104409,0.597185285,0.267853431,-0.440147661,-0.384060253,0.232614484,0.059836821,0.079860078,-0.224802845,-0.451557381,0.092311251,-0.195877843,0.203929523,-0.346070724,-0.389918398
72_ATAC,1.296861558,-1.874767714,-0.458265393,0.152425763,-0.307412465,-0.031619271,0.242600105,0.680823361,0.145989781,-0.852141179,0.000732343,-0.504508178,-4.031115938,-1.22206121,-0.676217418,0.423666933,-0.416343353,-1.767877148,-0.280771862,1.025059358,-0.714781726,-1.438016002,-0.394814787,-1.091039048,0.887213505,-2.341001151,-0.314462023,2.063788995,0.451522588,-2.153169761,0.556251123,-0.690437757,2.098894714,-1.897618499,0.024617975,1.580493819,0.1649296,2.139976229,0.117005038,-4.586489969,1.266976153,0.103517813,-1.079040119,0.272056418,-1.054137153,-1.957233925,0.238608615,-1.345600995,-2.290498996,-0.447067052
73_ATAC,0.020594914,0.831157611,-0.334987221,-0.244520918,-0.279416564,1.398217453,0.5308666,-0.334852657,0.51131258,0.180591522,0.647775553,0.059697527,-0.251379673,-0.130279051,-0.418113528,0.0113426,-1.344157896,-0.694115355,0.137547207,-0.845127063,-0.832954136,-1.188508147,-0.340931937,1.01916829,-0.636361564,0.035629093,-0.137263948,-0.249578388,-0.295748115,0.041707136,-0.746886039,0.508960204,-0.430535794,0.196883115,-0.481672127,0.259861805,0.054208664,-0.384438692,-0.317063827,0.269784521,0.160447074,0.244002462,-0.151785805,-0.490866459,0.306912077,-0.358714908,0.194336002,-0.466254128,0.336589242,0.015468429
74_ATAC,0.501689678,0.224222783,3.428154251,0.197102425,-1.182843694,-0.072408576,0.029310599,-0.679226395,1.067293429,-0.339227372,-0.000294335,0.378914947,-0.469748482,0.382928422,0.435544911,-1.433736151,0.617410372,-0.030950012,0.720471385,1.506977218,-5.236762731,0.978652512,-2.945077494,-0.890158812,-1.019675752,-2.034036771,3.012772303,-0.752504401,0.571718198,0.988374279,-1.749454952,0.200898532,-1.776008602,1.227622728,-1.584837155,-0.436547632,-0.410705781,-0.066011942,0.802437866,-0.152410507,0.292814157,-0.074741065,0.209864241,-1.104644136,-0.03152401,-0.637520974,-0.306133481,0.606706362,-0.96745418,0.5835794
75_ATAC,-0.264266521,0.805430973,-0.340710281,-0.074425648,-0.238025304,1.722143672,0.551787695,-0.020946401,0.310058488,0.735541443,0.108307159,-0.11177984,-0.127992888,0.315757209,0.09375414,-0.178875139,-0.824794885,-1.303486033,-0.024812121,0.252105202,0.320163968,0.286300066,-0.403256529,0.070555725,0.147753228,-0.184636733,-0.561807555,0.001421766,-0.717779955,0.50500424,0.411673286,-0.887950077,-0.438014714,-0.197740337,0.186278614,-0.556886423,-0.191704629,1.183927655,0.092946173,-0.333863833,-0.118359783,-0.157421105,-0.200999003,0.357519355,-0.424767629,0.26344069,-0.250111593,0.235204062,0.124295238,-0.071559925
76_ATAC,-0.533371989,0.709918439,-0.083433084,-2.293119766,-0.130349171,0.251852627,-0.19550389,0.26185463,-0.324546683,-1.453749437,-0.535648493,2.71470028,0.217591598,-2.399372035,2.166585497,-2.290182998,1.56627266,0.153170616,0.665625451,0.879473987,-0.799073974,-1.08061047,0.82827573,-0.500408876,0.338055667,0.473731717,-0.513564554,-0.051755655,0.629906825,-0.174253826,-0.153443749,1.031582149,-0.217149992,-0.183341577,-0.298542546,-0.014674783,0.885417555,-0.396367571,-0.444501585,-0.886161701,-0.211306419,-0.257031057,-0.059258584,-0.206805061,-0.108191591,-0.34915424,0.226324479,0.549344215,-0.57792273,0.076551298
77_ATAC,0.134126683,0.938253293,-0.44333246,1.089573789,0.430631438,-1.319432746,-0.161602371,-0.411617922,0.780993189,-0.845735759,1.356938622,0.27977418,-0.021593257,0.446996874,0.058134078,-0.499010207,-0.608515548,-0.857763572,-0.590997845,0.581501339,0.136977729,0.560813318,-0.1917269,-0.314248692,-0.192172388,0.255678218,0.033166433,-0.213786117,0.282477339,-0.133735302,0.298533884,0.363468499,-0.403835298,0.060242133,0.013893942,0.349365716,-0.003060543,0.467427881,0.13785826,-0.371739452,0.388492471,-0.113968159,0.084660021,-0.030624324,0.22334509,-0.11086394,-0.210519358,0.345745325,-0.273105024,-0.011131739
78_ATAC,2.836223447,-0.967258769,-0.4871535,0.663454525,0.046913374,-0.250085445,0.632364086,-0.102581039,2.677754923,0.344529485,-1.571639111,-0.115617415,-2.753497895,-2.960602572,0.218812396,1.284975359,0.366755625,-0.712628603,1.523567659,-0.404307128,0.448420359,-1.352056842,-0.876223852,0.390584524,0.199417794,-0.657248974,-0.397516697,0.618720596,-0.001706725,0.425725164,1.139757669,0.019631055,0.825163382,1.15924544,0.840963337,-1.047798154,0.183666342,-1.235218005,0.609806891,-0.748620056,-0.665683497,0.174956951,-0.318142626,1.531442804,1.235465167,1.078525996,0.899297381,-1.029896765,1.119669164,-0.424560087
79_ATAC,0.89423151,-1.349309835,-0.292148192,0.089944611,-0.058242855,-0.477857713,1.143022775,0.421917217,1.822737453,1.003287891,0.440165589,-0.429288558,-2.570178595,-1.801032086,1.731341591,2.041856187,0.363672635,0.297314854,-0.311606171,-0.445390122,2.021977177,-0.325134206,-3.55719454,2.158348746,-0.134493135,2.517047493,-0.320913976,-1.240523469,0.593383971,1.225802267,-2.630511084,-1.458546807,2.347640994,2.489818469,-2.304323912,0.811109217,-1.811441576,-1.038854734,-0.842104208,1.593806989,-0.624828744,-2.550578766,1.317350305,-1.942253043,0.056553092,1.867479477,-0.159769152,-0.739193441,0.000462003,1.18067211
80_ATAC,-0.930321152,0.582151615,-0.167016306,-3.024699682,0.472198476,-1.890050498,-0.718891593,0.12900831,-0.891903622,0.888693036,-2.119908697,-1.650007141,-0.188817344,1.381413358,0.755769327,-0.181521033,0.818582018,-0.365694963,-0.445382501,-1.362061577,0.82040052,0.878076086,-0.484352047,-0.820488295,0.386188574,-0.529303882,-0.083881554,0.004686947,0.284216732,-0.411608442,0.146353671,-0.144785012,0.152998333,-0.482797731,-0.072559906,-0.203690796,0.362007855,-0.604269524,0.310633076,-0.069806453,0.103781483,0.238317037,0.372567719,0.296029939,-0.18979277,-0.197424412,0.399956709,-0.033195139,0.21322137,0.038735417
81_ATAC,-0.696760415,0.567280545,-0.1889662,-2.475644938,0.414280884,-1.699671074,-0.610090153,0.457840296,-0.63048934,1.699510191,-1.03495029,-1.217936323,-0.032594144,1.458224588,0.73234372,-0.252403057,-0.185083015,-1.01675226,0.296124709,-0.016374988,0.305105189,0.256337061,-0.011486053,0.236725441,-0.261092025,-0.104751048,0.412220661,0.41061569,0.257652768,0.128134428,-0.238562483,-0.59084489,0.676344462,0.240150202,-0.156829027,0.509364549,0.110486125,0.054863067,-0.038760098,0.22645327,0.091214267,-0.083315169,0.120293551,-0.124218925,0.198409303,-0.285995701,-0.014156408,-0.159681841,-0.081091672,-0.033314659
82_ATAC,-0.598310769,0.652088157,-0.072345915,-0.278231036,-0.418303645,1.575546716,0.246281097,0.324017883,-0.065477451,-0.012591397,-0.97188689,1.184966627,0.30940987,-0.319976518,2.429949652,-1.323967487,2.045215801,-0.498509989,0.780895755,2.449912962,1.037209326,0.519050676,0.868078545,-0.725632814,0.951837038,0.282026817,-1.334994543,-0.357161145,-0.491731564,-0.246050532,0.204493738,-0.578832321,0.187257028,-0.880174805,-0.36402077,0.196550725,1.07144134,2.229159827,-0.550408448,0.165967131,-0.644760402,-0.322202317,0.465850483,0.705983686,0.03392327,0.782384945,-0.065537029,0.296272225,-0.70477915,-0.147857944
83_ATAC,0.894012322,-1.526199159,-0.254638856,0.161449361,-0.102798516,-0.109819975,0.186626474,-0.048778331,-0.298733616,0.327371339,0.397296984,0.057321355,-0.080876505,-0.052216028,-0.665653984,-0.638172743,-0.056048742,0.120243051,0.660838412,0.023152702,0.155709642,0.617457572,0.865457944,-0.590202636,0.309105647,-1.363934659,0.012735301,0.093949228,-0.325291918,-0.290378557,-0.372431869,-0.798547696,-1.065169506,1.276620696,-0.898994263,-0.218699008,1.233103856,0.225758884,2.146586451,-1.322430942,0.260235241,-0.076098998,0.126165489,-0.261349208,-0.615349125,0.968092088,1.428115857,2.343275604,0.178474655,2.33858633
84_ATAC,0.863843047,-1.597562753,-0.040067156,0.147392398,0.425236699,0.749222383,-2.833273956,0.663923308,0.387035083,-0.442639539,0.120930225,-0.032031726,-0.402227131,-0.282226942,-1.498830663,-1.129173823,-0.291904873,-0.830020943,1.06560304,-0.385446251,0.314276294,0.953918518,2.262038001,0.159282843,0.695175678,-1.873336203,1.908969527,1.578383309,-2.146160982,1.282482648,-3.215622287,3.763892339,1.955721187,-0.058180094,1.644946587,2.121443706,0.043390146,0.274853376,0.416271924,-0.302340766,-0.90685848,-0.149584531,-0.571178869,1.835821485,-3.460309784,2.221340183,-4.278644453,0.853036341,-2.438685766,-2.346925417
85_ATAC,0.042542627,0.964844679,-0.449908304,1.188267249,0.446952096,-1.17497165,-0.501163567,-0.656052957,0.824220058,-1.78685403,0.196624609,-0.336532617,-0.08736086,-0.118165855,0.756430764,-0.299279374,1.828142736,0.467561375,-0.590871439,-2.472729133,0.725772897,0.031585708,-0.704671169,-1.233399284,0.304237953,-0.203106374,-1.376635249,-0.588073742,0.237573146,0.607664207,-0.431391558,0.282547036,-0.137256341,-0.621995051,0.096416501,0.555915122,0.156482435,0.776288803,0.146919805,-0.118893297,-0.324156174,0.372641672,-0.332904212,0.596012921,0.020819482,0.193697232,0.585431508,0.339261338,0.115378368,0.214359667
86_ATAC,0.127264316,0.248473522,3.541837034,0.191589706,-1.655315354,-0.101286865,0.199531892,-0.369463062,0.099930245,-0.574728909,0.004534263,-0.208779175,-0.170450525,0.686335719,0.758502891,-0.081301205,0.011277579,0.94779037,0.894152731,-0.981878075,-3.923979138,1.470159,-3.851879439,-0.014107327,0.005704754,-2.644505518,0.979472781,-0.758756368,0.176433353,1.211397866,-1.534819621,-0.167399095,0.763768609,0.60423009,0.249727146,0.933123173,-0.322549745,-0.386963634,-0.227160653,0.853331232,0.092133096,-0.02561446,0.478648461,1.173289382,-0.071087168,-0.40686017,-0.060979333,-0.256918599,-0.529029587,0.11673772
87_ATAC,-0.64163637,0.793556258,-0.32837452,0.211757547,0.059927442,-0.049492214,-0.227656081,0.11968259,0.002527854,-0.864704815,0.495640534,0.453870202,-0.034352127,-0.08507638,0.762734977,-0.522645071,0.709214199,-0.375900603,0.599188371,-1.095450625,0.030408386,-0.279588266,0.165901984,-0.593208327,-0.503402706,0.017057639,-0.133123334,-0.389327302,-0.090373858,-0.290303489,0.322963118,-0.774952535,-1.187976878,0.062001121,-0.135835663,-0.647104685,-0.120204115,-0.354434815,0.546176014,-0.22412857,-0.087027802,0.108201146,0.446226769,0.223433363,-0.201827418,0.516132159,0.171243743,-0.31805799,-0.090584113,-0.444128083
88_ATAC,-0.19163756,0.887964314,-0.471525311,1.107237453,0.069008102,-0.250489358,-0.256837709,0.105007387,-0.106525636,0.563924393,-1.302197125,0.037153177,0.074885341,-0.413500215,-1.341259252,0.828492877,-0.29314839,0.542443466,-0.035295382,-0.278714133,-0.431719658,0.273959328,-0.173509114,0.007898615,-0.334165529,0.734014383,0.142460082,0.67665126,-0.085249742,0.101858619,-0.037875035,-0.072481853,0.007790429,-0.411963621,0.646992427,-0.000967514,-0.577072384,0.172825408,0.211731482,-0.663513767,-0.15826098,0.32056739,0.168669252,-0.171829069,-0.142370832,-0.194195394,0.098598211,-0.004860299,-0.043660327,0.128777261
89_ATAC,-0.290928993,0.782492006,-0.271232398,-0.480171771,-0.264950998,0.732529855,0.190476819,0.124414063,-0.439348333,-0.093144653,1.822558963,0.493886454,0.142686181,0.35332739,1.155906624,-0.322674142,-1.243495886,-0.834219266,1.273085335,-1.198855875,-0.039129493,-0.682869,-0.186767993,0.513388825,-0.625989225,0.015151517,-0.118245923,0.657721415,-0.206362121,-0.484343644,0.341643584,0.068736363,-0.224041629,0.021247921,0.039875869,-0.02413323,0.367447609,-0.402288544,-0.381183709,0.194173133,0.37203745,-0.199557402,0.009059243,-0.146144242,0.184372012,-0.039075343,0.325336492,-0.552619648,-0.116565092,0.231559117
90_ATAC,-0.284682641,0.19511258,2.654060231,0.207639696,-1.193031447,-0.677899415,-0.110849872,0.384104554,-1.34754887,0.718621717,1.534357202,-2.832813485,1.047515335,-3.166230047,0.485185474,-0.318294393,0.632079517,-1.239331561,0.48559308,1.444898492,-0.849355455,0.094708947,-0.352690626,-0.383650755,-0.166319817,1.00352585,-1.373600276,1.472259758,-0.817464001,-0.37656112,0.27381944,0.125151585,-0.707599957,0.214987446,-0.218619789,-0.550288626,0.438122429,0.049289904,0.109172055,-0.032550429,0.15371738,-0.519393816,-0.377965957,0.1112798,0.139305741,-0.50034978,-0.544035856,-0.291089151,-0.22071285,-0.285577461
91_ATAC,1.093924959,-1.608749001,-0.172157682,0.070444087,0.161870912,0.392200532,-0.83115431,-0.598533833,-0.362231915,0.401066632,0.683355323,0.384462997,-0.555586545,0.389110431,-1.515035239,-2.720743986,0.405262385,0.970966671,0.68990823,-0.781215504,0.541625881,0.130668773,0.165690574,0.076053194,0.819497789,0.394996757,-0.309697173,1.269992098,2.578255423,2.019155948,-2.648360616,-0.564146013,2.081151251,-1.665676922,-0.970722922,-0.506582856,0.671554046,0.484319675,0.595650166,-0.204971873,1.309855979,1.864000146,0.413819033,2.247152643,1.568028244,2.347562628,2.04394301,2.920341678,-0.98216635,-0.748529318
92_ATAC,1.736040064,0.603662084,2.27656905,0.863140138,-0.294107568,-1.002245928,0.217532881,-1.230145538,1.611227747,0.143945439,1.082168237,0.710597515,-0.574290349,1.064114593,0.281881881,-0.440302243,-2.332915411,-0.676282044,0.585474006,-0.64987038,-0.837986727,0.141632143,-0.27403949,-1.13616211,1.998289981,-0.204830026,1.89049577,-1.39866748,0.324732744,0.396167744,-0.792818575,0.363273375,-0.278612899,1.354647396,-0.621884478,0.258633394,0.179975008,0.281177397,0.376976548,-0.131184336,0.311279966,0.091926211,0.386233397,-0.389688932,-0.452101252,0.460558907,-0.458780524,-0.230753608,-0.123028204,-0.147313991
93_ATAC,0.522613295,-1.358775516,-0.180955117,0.009411907,-0.073737502,0.441043027,-1.70247799,1.029328101,0.997754487,0.762256271,0.554858022,0.112576851,1.56020388,0.259194566,-0.5991039,-1.128160067,0.870925781,0.575206689,0.633237087,-0.011863344,-0.384477839,0.182855151,0.888135798,-0.545190311,1.383708207,-0.336989188,1.099711988,2.312859369,-0.642525359,2.197174218,-1.759549291,3.528266906,-0.1889092,0.579497279,0.149245549,-1.292022913,-0.979150304,1.317256877,-0.684381275,-1.096260607,3.994026933,2.679600564,-1.380463865,-0.250301377,-0.809377607,0.860562374,-1.037871148,1.154671768,-0.527114943,2.20496965
94_ATAC,0.61624724,-1.608982673,-0.323472626,0.032056041,-0.3153516,0.164100801,-0.698895936,0.686565307,0.364445009,0.284679477,0.498282095,0.255722893,0.781725095,-0.060749097,-1.87731174,-2.26788779,1.092211268,0.348799318,-0.268385439,-0.894769844,-1.05418775,-0.599833026,-0.178986641,-1.015792056,1.377731443,-0.737707611,2.268781495,1.853353921,0.489380964,0.13564669,2.580908448,0.732788073,-0.320523946,0.547027037,2.393279579,0.37692322,-0.238422915,1.899284761,-2.444542613,2.502356322,0.986413189,0.655314877,-1.480570361,-1.647114498,-0.650488097,-1.254538417,-0.413330591,2.70715228,0.557321128,0.38175158
95_ATAC,0.71344314,-1.440643625,0.065573395,-0.00286321,0.213281744,0.960922995,-3.907600245,1.25180727,1.566358935,0.73987092,0.491765336,0.46129627,2.869511859,0.7488552,-0.001281393,0.489969012,-0.235927489,0.124199452,-0.329116278,-0.100745259,0.427429967,-1.572550354,-1.657323871,-0.167359396,0.183236737,0.970434607,0.234806743,-0.156564643,0.331351888,0.084244397,0.81242656,0.018613717,1.136929642,-0.340598242,-1.391302933,-1.60367468,-0.96974702,1.146145521,-0.146034673,-1.26002352,0.774651828,-2.573482614,1.027424572,-2.736444006,-1.3355715,-1.378311036,3.452307157,-3.344886235,0.496904934,2.249544
96_ATAC,1.66605647,-0.584274499,-0.193425581,0.537718376,0.501759768,0.151652787,-1.359965401,-0.390684731,1.010738376,0.187067232,0.941801739,0.464569927,-0.179996905,-0.073357934,-0.940856519,-1.987563247,-0.655332849,-0.950923608,1.667618644,-1.036283468,-0.359067255,2.125639928,1.353479427,-0.528910381,0.296126903,-0.163457223,-0.033169062,1.473637034,0.647134392,0.391056017,-0.939605027,-1.511730141,0.176492794,1.025789934,-0.8398807,-0.456741738,0.190999834,0.528123862,-0.40852836,-0.700077929,0.362194093,-0.214688666,0.069471459,2.236454792,0.776928772,-1.419759395,0.142787955,-0.06666115,0.196531311,-0.728828875
97_ATAC,-0.715323862,0.745956114,-0.337237687,0.916662026,0.205856608,-0.709335511,-0.259684196,0.427395278,-0.65178543,0.626573548,-0.641141953,0.099296669,-0.133246706,-0.410094779,-0.963675345,0.760061519,0.240948852,1.690961873,-0.721352795,1.932628897,-0.241542227,0.519886446,0.705328384,2.013617771,0.478827823,-0.153375769,0.071536117,-0.147260104,-0.539835512,0.178500635,-0.194952375,0.264556111,0.013107475,0.225552262,-0.636286496,0.393120639,0.011453544,-0.329912306,0.347984448,-0.172985175,0.167095041,-0.298954106,-0.181547964,-0.003926333,0.541992981,0.102568683,-0.224242404,0.615489448,0.177511802,0.02726974
98_ATAC,0.349232189,-1.463536846,-0.511813453,0.048306888,-0.461868933,-0.37405803,0.997344612,-0.091905567,-0.67274144,-1.814025682,-1.205200131,-0.787524827,-0.120958154,0.464318822,0.29804435,0.348319481,-0.220420613,1.078085089,0.21933717,-0.762649481,-0.174473654,1.036303099,1.227703523,-0.209467522,0.736393262,-0.410228519,2.538061374,-1.827973355,1.136166205,-3.13288588,0.828275057,3.036408092,0.786933827,-1.730735162,-1.272032695,0.530280979,3.15231482,0.693046056,1.995789547,0.164295577,-2.3882149,0.781051348,-1.316103307,-1.748547226,1.004142644,1.059575849,-3.527044346,2.605144729,0.693939359,1.71779167
99_ATAC,-0.190035226,0.808212735,-0.369926107,-0.725509677,-0.387374576,2.262989743,0.574774898,-0.616514654,0.67463534,-0.395258385,1.294924014,-1.41716794,-0.16567536,1.1493306,-0.292209482,0.722602918,0.1378038,0.542825658,-0.733941239,0.129298016,0.495227331,0.597412609,-0.404999157,1.01049408,0.224388304,-0.513800543,0.049366583,0.715317096,-0.407280338,-0.023378526,0.17158236,-0.505504399,-0.249820018,-0.657269937,0.062186571,-0.069993969,0.182253008,0.316701572,0.150795294,-0.319660119,0.302920257,-0.542806536,0.264825851,-0.086745426,-0.203228183,0.172340339,0.283850138,0.221863776,0.100552984,-0.352979598
100_ATAC,-0.4924301,0.713773126,-0.189257851,-2.08812567,-0.231397185,0.045838725,0.022593094,0.575211973,-0.548116897,-0.5001248,0.961538475,2.663523986,0.041642238,-1.644960783,-0.12039359,-0.200999719,-1.298180167,0.170404593,0.534076696,-0.40054054,-0.838563227,-1.048352663,0.647275296,0.694955775,0.028009958,0.083092498,-0.118180533,-0.133352799,0.03276171,0.516628518,-0.358179124,-0.036449568,0.18536923,-0.066487754,-0.14522964,0.410153484,0.328934139,-0.002295595,-0.407496966,-0.197955899,0.358367978,-0.196275005,-0.033401129,-0.105290138,-0.199274369,-0.512756104,-0.276335626,-0.075376406,-0.203302029,-0.215344408
