,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,LSI_13,LSI_14,LSI_15,LSI_16,LSI_17,LSI_18,LSI_19,LSI_20,LSI_21,LSI_22,LSI_23,LSI_24,LSI_25,LSI_26,LSI_27,LSI_28,LSI_29,LSI_30,LSI_31,LSI_32,LSI_33,LSI_34,LSI_35,LSI_36,LSI_37,LSI_38,LSI_39,LSI_40,LSI_41,LSI_42,LSI_43,LSI_44,LSI_45,LSI_46,LSI_47,LSI_48,LSI_49,LSI_50
21_ATAC,-0.354421711,0.845260176,-0.409643682,0.742414004,0.196367312,-1.109035455,-0.294993836,0.299275974,-0.271995482,-0.390151351,1.128801118,0.54366276,0.113293442,0.332360415,0.369001455,0.171037037,0.410903737,-0.451964134,0.325014967,1.092846755,0.710719112,-0.228509568,0.232650299,1.109694274,0.239951625,-1.163444544,-0.214259703,-0.273902685,-0.090575431,0.013664556,-0.340345578,-0.247382604,0.185959891,-0.087113606,-0.195210781,0.400917047,0.286030673,0.339742052,-0.320826243,0.273994733,0.136286926,-0.571136262,-0.37949314,-0.242509067,-0.08444116,-0.116204386,0.091807579,0.003244755,0.013540065,-0.076284197
22_ATAC,-0.076275159,0.892440814,-0.458513585,1.043713875,-0.055849279,-0.21300473,-0.234381313,0.209709263,-0.559570134,0.806932179,-1.528411033,0.346676424,-0.113152668,-0.412079013,-1.034585715,0.543834715,-0.031925829,0.576887752,0.633897446,-0.078957556,0.32048721,-0.485007181,-0.001437509,-0.316472096,-0.21254434,0.088050718,0.177376254,0.303627568,-0.179296698,-0.214547292,0.367979239,-0.370040456,-0.118726063,-0.150825819,0.403120951,-0.65429656,-0.566329024,0.365672796,0.833813246,0.279584702,-0.097463447,0.199094652,0.361351371,0.10811766,0.086798028,0.029734827,-0.26592229,-0.688508768,0.098333056,-0.014357409
23_ATAC,0.858634247,-1.505177831,-0.010129461,0.06366857,-0.124065529,1.249332332,-5.076139319,2.183107296,1.751224532,-1.308820469,-0.118809118,-0.370119519,3.816189304,0.686148545,0.96483884,1.877956271,-1.042910862,0.511438346,-0.14339729,-0.097749176,-0.532969486,-0.462394966,-1.97584646,-0.123887344,0.20980542,-0.08362356,-1.248499671,-0.239094042,0.894653586,-1.529530959,-0.018675149,-1.021303748,0.081725534,0.92528059,-1.620820924,0.037381209,-0.521381624,-0.160059123,0.911736229,-1.466127282,0.73168243,0.254622043,1.458194958,1.144435307,1.993549148,2.024448463,-3.427284963,0.533869067,-1.482251293,0.810921711
24_ATAC,1.959090845,0.968187647,-0.302384078,-2.563433831,1.350019847,-2.681720744,-0.693234113,-1.402221282,2.607370876,1.318194651,-3.576129525,-2.116675768,-0.568492928,-0.166385973,-1.537667703,-0.876298256,0.771583955,-1.026570118,-0.784794564,-0.261243639,-0.360430102,-0.043521417,-0.286186204,-1.674235606,-0.215429074,0.525565248,0.460469074,-0.717128502,0.953985224,-0.421416682,0.211121539,0.637940744,-0.730734046,0.729435626,-0.756339333,-0.015780156,-0.049666072,0.450930062,-0.474063482,-0.036706842,-0.532450967,0.158208343,-0.407573339,-0.415758739,-0.300101114,-0.337090087,-0.39743114,-0.078625884,0.194934858,-0.370038814
25_ATAC,1.292374445,-1.551865647,-0.057468925,0.052421744,0.907664209,0.603916402,-0.485433895,-3.145427251,-2.13520451,-0.086342062,0.311295063,0.43438798,0.65092062,0.666613902,-1.526668446,-0.540771423,-0.235840028,-0.814238011,0.858746202,0.377763607,-0.104979248,0.184142872,-1.3496171,1.593454946,0.776460034,-0.247501127,-2.416182055,0.077546229,2.607665073,-0.727254683,-0.736679926,-0.892600526,2.184541127,2.635344462,-1.023198207,-4.319151941,2.595889377,0.764804063,-3.1037496,2.050922734,2.124645809,0.350238743,0.770896259,0.896155666,0.190977976,-2.897115755,-0.360880589,-0.656214029,-0.275073222,-0.238259421
26_ATAC,0.971529145,1.077534828,-0.607054439,1.332272942,0.245040714,-0.107037176,-0.085553217,-0.434524894,0.844029654,0.496370076,-1.695509353,-0.097759552,-0.210044205,-0.770050427,-1.416057565,0.451084093,0.115848523,0.481256907,0.024196741,0.33803356,-0.40275705,-0.949055803,-0.011724429,-0.026685845,0.079185331,0.121568228,-0.008445314,-0.601055951,0.193727834,0.431616096,-0.132546559,0.429044477,0.295948156,-0.122213591,0.071669174,1.079646151,-0.163251526,-0.09787909,-0.355737593,-0.072482143,-0.199846413,0.508736657,-0.274146948,0.128013194,0.069274057,-0.333956684,0.222349631,-0.115497111,-0.060993479,0.090369735
27_ATAC,-2.542319512,0.4913061,-0.22051252,0.47761212,-0.094959961,-0.198067119,-0.11532657,0.552666099,-1.161891472,0.319420612,-0.311147311,0.221384226,0.050778452,0.124678852,-0.199556681,0.483991691,-0.279072045,0.67187552,0.348246533,0.057747981,0.023910123,0.163691691,0.124292494,0.166745769,0.123718077,-0.020656005,-0.087532986,0.324182646,-0.315616617,0.204153081,0.041932408,-0.378693518,-0.062643464,0.255028854,0.308857691,0.4353293,0.237693082,0.015798512,-0.19686372,0.075146062,-0.096614746,0.007702483,-0.019578952,0.09941811,-0.078488054,-0.048850111,0.139627147,0.038789995,-0.015331442,-0.258234164
28_ATAC,-0.293434191,-1.347276394,-0.334458949,-0.021261288,-0.421391792,0.067567017,-0.189249635,0.276670202,-1.400963705,-1.341432969,-0.155005569,-0.595389773,-1.404089353,0.339805358,-0.040267729,-0.173569056,-0.678531583,-0.127844478,-0.773748374,1.104041502,0.070275685,-1.134693554,-1.36368998,0.049841436,0.398646947,0.590796985,-0.654332717,0.828224012,0.798785384,-0.304049612,-0.242636791,-0.337564981,-0.142369754,0.147811775,-0.43258926,-0.597837365,-0.918794732,0.382900885,0.406947426,0.5655349,-0.058737566,1.245276592,0.722955984,-0.18057109,-0.924609182,-0.071432035,-1.010388745,-0.598357182,-0.550614423,-0.80735247
29_ATAC,-0.264078293,0.765873916,-0.271778266,-0.226933422,-0.306405325,0.392564341,0.346867606,0.009631604,-0.124408943,0.234772469,2.239262181,-0.133167391,0.110656116,0.669287657,0.840013681,-0.017700364,-1.762398836,-0.949847022,1.110101607,-0.30975474,-0.308365828,-0.287592283,-0.31675985,0.545518184,-0.057234053,-0.119847066,-0.335584168,0.17172473,0.019653866,0.558359522,0.18975985,0.406357167,0.086846316,0.067123402,0.030769963,-0.050668235,0.447765321,-0.236481279,0.140619396,0.223779801,0.201475166,0.061759121,-0.162790475,0.281893286,0.153087805,-0.120053338,0.014463588,0.116463267,-0.005402701,-0.133095173
30_ATAC,-0.529944437,0.847439016,-0.520539153,1.000344999,0.099405269,-0.220978971,-0.393586181,0.097932593,-0.073068408,-0.333872909,-1.958306409,0.048740705,-0.276865833,-0.621802186,-1.013071681,0.789527482,1.138531529,0.672862004,0.239921413,-1.347517815,0.450508336,-0.440100527,-0.42902271,-1.163423783,-0.005867456,-0.05893239,-0.526859174,0.255772898,-0.372767081,0.119634213,0.034265681,-0.772248723,-0.631885676,-0.08958767,0.752005942,-0.958836884,-0.86051002,0.876603721,0.638663883,0.109925807,-0.048540316,0.246828537,0.470228835,0.59452348,0.106407498,0.234712482,-0.462605047,0.644833714,0.179183177,0.003330748
31_ATAC,-0.374744569,0.808021203,-0.404975786,0.828878419,-0.096571808,0.203772054,-0.081671847,0.354577259,-0.617526336,0.998861758,-1.451187885,0.38789741,-0.115441097,-0.325738408,-0.215463528,0.252598732,-0.244515416,-0.257761391,1.402038261,0.855429642,0.439240952,-0.818784006,0.220966162,-0.160758879,-0.527327414,0.714253666,0.680777805,0.274281363,0.27717846,-0.263261291,0.333946534,-0.692554399,-0.246918303,0.389666243,1.039185934,-0.508243293,-1.210355941,0.173388918,0.990000009,-0.498134774,0.34717595,0.391439085,0.5291838,0.256643687,-0.134703597,0.121731044,-0.082275629,-0.015917911,0.452119972,0.096216523
32_ATAC,0.747442087,-1.44752561,-0.248258137,0.143736122,-0.163707609,-0.319216361,0.464122575,0.118422109,0.645882216,1.473970013,1.176187665,0.294863332,-0.763580197,-0.53141522,-0.596226001,-0.568323111,0.197970326,0.404701772,-0.575903156,-0.341969338,0.37195725,0.160325552,-0.313681828,-0.477099732,-1.505139293,-0.754474251,-1.407157659,-0.429552232,-0.541320302,-1.040030345,1.055792425,1.324335244,0.312835202,0.752638212,0.565831888,2.038426059,-0.220294481,0.196245843,0.013953037,1.27442764,0.704996729,-0.387791445,-1.936750906,1.974565637,1.832104719,-0.942293737,0.436288063,-2.647209616,0.315642446,-2.553645148
33_ATAC,-0.538654679,0.79204087,-0.366784887,0.821636219,0.004850061,-0.08935787,-0.27572882,0.497605395,-0.833244751,0.760152778,-1.82877098,0.276766788,0.082080048,-0.569065646,-0.467919179,0.1860463,0.604818396,1.129446462,0.222411805,1.738947955,-0.014225999,-0.808785568,0.78755257,0.713636345,0.425348421,0.353868773,0.472810542,0.236439428,0.511399732,-0.202457635,0.318771997,0.041453439,0.570707005,0.621335819,-0.356791705,-0.278073104,-0.278959965,-0.999585319,0.762282437,0.143231012,0.371645796,0.363743225,0.224589366,0.022536764,0.101304812,0.134952684,0.46901324,-0.16604865,-0.236128358,-0.047139991
34_ATAC,-0.528561534,0.908128526,-0.461424056,0.624668394,-0.22501852,-0.436367073,-0.469040718,0.432432592,-0.845321725,-1.015760568,0.004622836,0.579647724,-0.007125866,-0.210055155,1.402343288,-0.367280017,1.920715484,-0.680048538,1.574133109,-1.335117478,0.25427987,-1.10938412,-0.577121364,-0.377076749,0.107686177,-1.477414585,-0.900825617,0.156163363,-0.572709826,0.442658976,0.455128811,-0.949337666,-0.488698969,0.236729247,0.335872994,-0.478369199,-0.715674887,0.125959245,0.481447292,-0.034794206,0.193486277,-0.0760858,0.492606378,0.290108154,0.124343961,0.0148817,-0.173653199,0.055964056,0.30893149,-0.379697676
35_ATAC,-0.380651317,0.791799769,-0.279925721,0.320505372,-0.334927424,1.082257424,0.386725283,0.085736939,-0.313517379,0.897804788,-0.245108264,0.277443735,0.082618104,-0.113264913,0.194633204,-0.25932369,-1.377403846,-1.192083922,1.387328724,-0.571910458,-0.021814187,-1.629065258,-0.307011496,-0.373960758,-0.197997752,0.101455791,0.207354569,-0.348135467,0.086554382,0.606556341,-0.687954952,0.711423934,-0.326063954,0.387525615,0.446255789,0.757080514,0.018462575,-0.604814352,-0.335158194,0.433463191,0.211544334,-0.577052733,-0.104737438,-0.536815834,0.325051145,-0.228167161,0.104647807,-0.106490542,0.02754136,0.345882633
36_ATAC,-0.104732496,0.884212251,-0.450912171,1.277474592,0.285941035,-0.751175984,-0.213510691,-0.127341329,0.204760531,0.473061398,-1.288916177,-0.199876359,-0.407941018,-0.520181624,-2.151604203,1.239406815,0.04180025,1.46342055,-1.01055803,0.111761613,-0.786690554,0.226776433,0.046258061,1.015623458,0.155109558,0.095350523,-0.169990025,-0.22502426,-0.767456875,0.450102595,0.061308021,-0.198684554,0.10258509,-0.576329486,-0.428378332,0.807628384,0.079598886,0.861401121,0.412269748,0.267220074,-0.122330678,-0.137422789,0.156631663,0.54783871,0.264629661,0.291396682,-0.761256624,0.375149214,0.350330329,-0.199621068
37_ATAC,-1.329050026,0.630234731,-0.312405247,0.686044742,0.079588281,-0.705011428,-0.127355177,0.33876151,-0.066213522,0.015105351,0.887931223,0.269573475,0.082807919,0.475385498,0.1888316,0.161170729,-0.531771361,-0.259326948,0.515228457,0.608171689,0.085327722,0.260037617,-0.137221997,-0.013185869,-0.435758011,0.452412292,0.510126123,-0.158864318,0.221907,0.449648456,0.124094636,0.107625558,-0.239764132,0.67039315,0.5963447,0.383677832,0.229119794,0.179321776,-0.140430183,0.025626241,-0.261183882,-0.290317185,0.068742486,0.305265733,-0.117077715,-0.152624836,0.022210222,-0.097886015,0.158819033,0.227336242
38_ATAC,-0.272483239,0.82776966,-0.365311574,0.535289564,-0.241266602,1.015309857,0.194193444,-0.032777016,0.358624552,0.514597994,-1.385354798,-0.108850823,-0.290060364,-0.117102262,-0.274466749,-0.092453141,1.393354691,-0.363105496,1.663291117,1.381338363,0.687000128,-1.840999647,-0.536092817,-1.787925838,0.174907363,0.080385439,0.389693058,-1.542819568,0.582344748,-0.31417027,-0.121404933,0.408059659,-0.812299659,0.236279551,0.322067525,-0.384452309,-0.972259487,0.249460972,0.888524891,0.321950304,-0.076020095,0.520291795,-0.207193776,0.134212606,-0.097716909,0.365724335,0.030244332,0.397372042,-0.185251826,-0.60311763
39_ATAC,-0.279520902,0.622913691,-0.117419622,-0.529718631,-0.337656191,2.058601125,0.693655697,-0.006476888,0.561555432,0.565615866,-0.355073751,0.706290189,0.224014154,0.073406325,1.356247368,-0.606596472,2.256968978,-0.71824952,1.197882304,4.430842761,1.747948982,0.481744466,-0.515843761,-2.006086502,1.827406191,1.277203574,-0.404682078,-1.905684633,0.306787359,0.41608462,0.027309651,1.507701178,-0.181244066,-0.269655156,0.163224233,-0.111787618,0.52258051,1.098196599,-0.586555967,-0.129538783,-1.1255944,-0.086054989,-0.539528573,0.208872047,-0.071799714,0.151041014,0.155257602,0.532699103,0.123428707,-0.771253838
40_ATAC,-2.333579231,0.475784889,-0.214289195,0.21131528,-0.149137283,0.744416558,0.228173894,0.026271195,-0.106124714,0.464435441,-0.157535752,-0.31828559,0.084112295,0.147785662,0.631122852,-0.218460598,-0.093747779,-0.224042029,-1.474111274,0.248103811,-0.494944307,-0.112109716,0.305495573,0.607531216,0.248078652,0.065509609,0.355854721,0.192278146,0.056627768,-0.002300122,-0.531151469,0.560859806,-0.260259495,-0.206160688,-0.120327558,0.157443943,-0.325231527,-0.522138311,0.110969191,0.589701859,0.329758131,-0.207522324,0.107733725,-0.374644636,0.046815141,-0.128359938,0.274204586,0.586391345,-0.020117199,-0.020037052
41_ATAC,-2.220272089,0.323825377,0.824952287,0.314191837,-0.471739677,-0.210153966,0.026150389,0.474707885,-0.936712353,0.176761903,0.797914265,0.087758601,-0.032567005,1.064913586,0.361278106,0.257101088,-0.100242636,-0.040743529,-0.066282065,0.461060061,0.099583783,0.284344953,-0.05116744,0.191763533,0.651166723,-0.351633411,-0.000472475,-0.080599495,0.303448173,0.232414175,0.483129114,0.109255589,0.214556689,-0.011934535,-0.341941576,0.441154209,0.104081482,-0.510256579,0.712036008,0.230030998,0.12169104,-0.310547412,0.11549057,0.301549012,-0.160747081,0.016659011,-0.242683901,0.325385038,0.152722941,0.1385054
42_ATAC,0.095844761,0.991790774,-0.486373706,0.92152214,0.259996709,-0.488448495,-0.249826739,-0.597473575,0.435835375,-1.46642003,1.464603749,-0.57580845,-0.086647937,1.088869982,1.373534254,-0.571757006,-0.025016708,-0.442965958,-0.182783219,-1.615033143,0.397619114,0.932982335,-0.028378109,-1.048622085,-0.396948603,0.324570093,0.585510966,0.872303652,0.564021818,-0.918895179,0.091789303,0.155555909,0.176903352,0.927320138,-0.094881095,-0.180534303,-0.860564038,-0.991482084,0.861447841,-0.068367703,0.066376062,0.607045544,0.389534496,-0.037933134,-0.056047852,0.270586124,0.00938938,-0.048681786,0.228712611,0.005732517
43_ATAC,2.811351797,-2.069429546,-0.16434513,0.216041373,0.51348986,0.608862493,-1.722796654,-1.81375833,1.142023035,-0.226873269,-0.453254052,0.474621879,3.67804346,0.339174212,-1.246141397,-1.183829902,-0.891003676,-0.48037957,1.302906806,-0.132064551,0.559514568,-0.803338059,-2.064982682,0.376400731,1.923113484,-2.136272868,1.555303503,0.873313215,-0.522589126,-3.332936624,2.198432883,-0.099381236,-0.132637198,-0.240873944,-1.579456235,1.057098252,-0.10649544,2.064578865,2.301180506,-0.175365978,-0.278708357,5.416234831,0.110403377,-1.223956976,-0.14914273,1.232686212,1.545725572,-1.073774954,-1.588698899,-3.685562592
44_ATAC,-0.053032935,0.830855043,-0.43126406,0.851093926,0.001379246,-0.024496316,-0.105135884,0.367429236,-0.202407601,1.043148893,-1.060420847,0.3755387,-0.016485487,-0.3654827,0.033642158,-0.200366974,0.343435924,-0.726256887,0.831927373,1.830831808,0.458049092,-0.607094979,0.701909588,0.262925779,0.023488586,0.060416762,0.182848669,-0.416526668,-0.117499176,-0.724283723,0.085753646,-0.824893324,-0.473315572,0.436041091,-0.070358263,-0.804982926,-0.679721072,-0.033403422,0.784219681,-0.028951255,0.060919711,0.49770004,0.874432997,-0.040021944,-0.632913888,0.083680095,0.183132513,-0.083613606,-0.651802481,0.533662563
